ArrayId;Date;Stim;Therm;Side;Line;DayP;Anesthesie;CSF;Deep;FileName;CodeName;NewFileName
19;2024.03.12;Thq;cool;Wcont;ML;P15;0;1;407;allego_7__uid0312-15-54-15;Thq_cool_Wcont_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;196
19;2024.03.12;Thq;hot;Wcont;ML;P15;0;1;407;allego_8__uid0312-16-05-54;Thq_hot_Wcont_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;197
19;2024.03.12;Thq;hot;Wipsi;ML;P15;0;1;407;allego_9__uid0312-16-18-36;Thq_hot_Wipsi_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;198
19;2024.03.12;Thq;cool;Wipsi;ML;P15;0;1;407;allego_10__uid0312-16-29-33;Thq_cool_Wipsi_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;199
19;2024.03.12;Thq;hot;Wipsi;ML;P15;0;1;407;allego_11__uid0312-16-40-20;Thq_hot_Wipsi_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;200
19;2024.03.12;Thq;cool;Wipsi;ML;P15;0;1;407;allego_12__uid0312-16-50-39;Thq_cool_Wipsi_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;201
19;2024.03.12;Tac;none;Wcont;ML;P15;0;1;407;allego_13__uid0312-17-33-54;Tac_Wcont_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;202
19;2024.03.12;Tac;none;Wipsi;ML;P15;0;1;407;allego_14__uid0312-17-44-25;Tac_Wipsi_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;203
19;2024.03.12;Thq;hot;Wcont;ML;P15;0;1;407;allego_16__uid0312-18-04-12;Thq_hot_Wcont_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;204
19;2024.03.12;Thq;cool;Wcont;ML;P15;0;1;407;allego_1__uid0312-18-32-58;Thq_cool_Wcont_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;205
19;2024.03.12;Thq;hot;Wipsi;ML;P15;0;1;407;allego_2__uid0312-18-44-39;Thq_hot_Wipsi_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;206
19;2024.03.12;Thq;cool;Wipsi;ML;P15;0;1;407;allego_3__uid0312-18-55-05;Thq_cool_Wipsi_ML2_P15_M_7,6g_Buz32_Z407_ACSF37;207
20;2024.03.14;Tac;none;Wcont;ML;P6;0;1;407;allego_0__uid0314-15-43-25;Tac_Wcont_ML2_P6_M_3,0g_Buz32_Z407_ACSF37;208
20;2024.03.14;Tac;none;Wcont;ML;P6;0;1;407;allego_1__uid0314-15-54-08;Tac_Wcont_ML2_P6_M_3,0g_Buz32_Z407_ACSF37;209
20;2024.03.14;Tac;none;Wipsi;ML;P6;0;1;407;allego_2__uid0314-16-06-16;Tac_Wipsi_ML2_P6_M_3,0g_Buz32_Z407_ACSF37;210
20;2024.03.14;Tac;none;Wipsi;ML;P6;0;1;407;allego_3__uid0314-16-16-17;Tac_Wipsi_ML2_P6_M_3,0g_Buz32_Z407_ACSF37;211
20;2024.03.14;Thq;hot;Wcont;ML;P6;0;1;407;allego_11__uid0314-16-31-53;Thq_hot_Wcont_ML2_P6_M_3,0g_Buz32_Z407_ACSF37;212
20;2024.03.14;Thq;cool;Wcont;ML;P6;0;1;407;allego_12__uid0314-16-42-44;Thq_cool_Wcont_ML2_P6_M_3,0g_Buz32_Z407_ACSF37;213
20;2024.03.14;Thq;none;Wcont;ML;P6;0;1;407;allego_14__uid0314-17-00-14;Thq_cold4_Wcont_ML2_P6_M_3,0g_Buz32_Z407_ACSF37;214
21;2024.03.26;Thq;hot;Wcont;WT;P7;0;1;407;allego_0__uid0326-15-25-55;Thq_hot_Wcont_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;215
21;2024.03.26;Thq;cool;Wcont;WT;P7;0;1;407;allego_1__uid0326-15-36-51;Thq_cool_Wcont_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;216
21;2024.03.26;Thq;hot;Wcont;WT;P7;0;1;407;allego_2__uid0326-15-48-44;Thq_hot_Wcont_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;217
21;2024.03.26;Thq;cool;Wcont;WT;P7;0;1;407;allego_4__uid0326-16-00-03;Thq_cool_Wcont_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;218
21;2024.03.26;Thq;cool;Wipsi;WT;P7;0;1;407;allego_5__uid0326-16-11-48;Thq_cool_Wipsi_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;219
21;2024.03.26;Thq;hot;Wipsi;WT;P7;0;1;407;allego_6__uid0326-16-22-20;Thq_hot_Wipsi_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;220
21;2024.03.26;Thq;cool;Wipsi;WT;P7;0;1;407;allego_7__uid0326-16-33-17;Thq_cool_Wipsi_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;221
21;2024.03.26;Thq;hot;Wipsi;WT;P7;0;1;407;allego_8__uid0326-16-44-02;Thq_hot_Wipsi_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;222
21;2024.03.26;Tac;none;Wcont;WT;P7;0;1;407;allego_9__uid0326-17-02-33;Tac_Wcont_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;223
21;2024.03.26;Tac;none;Wcont;WT;P7;0;1;407;allego_10__uid0326-17-18-15;Tac_Wcont_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;224
21;2024.03.26;Tac;none;Wipsi;WT;P7;0;1;407;allego_11__uid0326-17-28-54;Tac_Wipsi_WT_P7_M_3,8g_Buz32_Z407_ACSF37_TTLtemp;225
22;2024.04.03;Thq;hot;Wcont;WT;P8;0;1;407;allego_1__uid0403-15-16-37;Thq_hot_Wcont_WT_P8_M_4,3g_Buz32_Z407_ACSF37_TTLtemp;226
22;2024.04.03;Thq;cool;Wcont;WT;P8;0;1;407;allego_2__uid0403-15-27-42;Thq_cool_Wcont_WT_P8_M_4,3g_Buz32_Z407_ACSF37_TTLtemp;227
22;2024.04.03;Thq;none;Wcont;WT;P8;0;1;407;allego_3__uid0403-15-38-35;Thq_cold4_Wcont_WT_P8_M_4,3g_Buz32_Z407_ACSF37_TTLtemp;228
22;2024.04.03;Thq;hot;Wcont;WT;P8;0;1;407;allego_4__uid0403-15-49-48;Thq_hot_Wcont_WT_P8_M_4,3g_Buz32_Z407_ACSF37_TTLtemp;229
22;2024.04.03;Thq;cool;Wcont;WT;P8;0;1;407;allego_5__uid0403-16-01-04;Thq_cool_Wcont_WT_P8_M_4,3g_Buz32_Z407_ACSF37_TTLtemp;230
22;2024.04.03;Thq;none;Wcont;WT;P8;0;1;407;allego_6__uid0403-16-11-47;Thq_cold4_Wcont_WT_P8_M_4,3g_Buz32_Z407_ACSF37_TTLtemp;231
22;2024.04.03;Tac;none;Wcont;WT;P8;0;1;407;allego_7__uid0403-16-27-36;Tac_Wcont_WT_P8_M_4,3g_Buz32_Z407_ACSF37_TTLtemp;232
22;2024.04.03;Tac;none;Wcont;WT;P8;0;1;407;allego_8__uid0403-16-36-36;Tac_Wcont_WT_P8_M_4,3g_Buz32_Z407_ACSF37_TTLtemp;233
23;2024.04.04;Tac;none;Wcont;ML;P8;0;1;450;allego_0__uid0404-15-11-26;Tac_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;234
23;2024.04.04;Tac;none;Wcont;ML;P8;0;1;450;allego_1__uid0404-15-20-41;Tac_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;235
23;2024.04.04;Thq;hot;Wcont;ML;P8;0;1;450;allego_2__uid0404-15-33-54;Thq_hot_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;236
23;2024.04.04;Thq;cool;Wcont;ML;P8;0;1;450;allego_3__uid0404-15-44-31;Thq_cool_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;237
23;2024.04.04;Thq;none;Wcont;ML;P8;0;1;450;allego_4__uid0404-15-55-54;Thq_cold4_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;238
23;2024.04.04;Thq;hot;Wcont;ML;P8;0;1;450;allego_5__uid0404-16-07-32;Thq_hot_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;239
23;2024.04.04;Thq;cool;Wcont;ML;P8;0;1;450;allego_6__uid0404-16-18-05;Thq_cool_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;240
23;2024.04.04;Thq;none;Wcont;ML;P8;0;1;450;allego_7__uid0404-16-28-44;Thq_cold4_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;241
23;2024.04.04;Thq;hot;Wipsi;ML;P8;0;1;450;allego_8__uid0404-16-50-44;Thq_hot_Wipsi_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;242
23;2024.04.04;Thq;cool;Wipsi;ML;P8;0;1;450;allego_9__uid0404-17-01-39;Thq_cool_Wipsi_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;243
23;2024.04.04;Thq;none;Wipsi;ML;P8;0;1;450;allego_10__uid0404-17-12-19;Thq_cold4_Wipsi_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;244
23;2024.04.04;Tac;none;Wipsi;ML;P8;0;1;450;allego_11__uid0404-17-31-01;Tac_Wipsi_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;245
23;2024.04.04;Tac;none;Wcont;ML;P8;0;1;450;allego_12__uid0404-17-40-52;Tac_Wcont_ML2_P8_M_3,4g_Buz32_Z450_ACSF37_TTLtemp;246
24;2024.04.09;Tac;none;Wcont;ML;P6;0;1;407;allego_0__uid0409-14-46-35;Tac_Wcont_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;247
24;2024.04.09;Tac;none;Wcont;ML;P6;0;1;407;allego_1__uid0409-14-56-09;Tac_Wcont_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;248
24;2024.04.09;Tac;none;Wipsi;ML;P6;0;1;407;allego_2__uid0409-15-12-57;Tac_Wipsi_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;249
24;2024.04.09;Thq;cool;Wcont;ML;P6;0;1;407;allego_3__uid0409-15-36-26;Thq_cool_Wcont_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;250
24;2024.04.09;Thq;hot;Wcont;ML;P6;0;1;407;allego_4__uid0409-15-47-25;Thq_hot_Wcont_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;251
24;2024.04.09;Thq;none;Wcont;ML;P6;0;1;407;allego_5__uid0409-15-58-16;Thq_cold4_Wcont_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;252
24;2024.04.09;Thq;cool;Wcont;ML;P6;0;1;407;allego_6__uid0409-16-12-45;Thq_cool_Wcont_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;253
24;2024.04.09;Thq;hot;Wcont;ML;P6;0;1;407;allego_8__uid0409-16-26-03;Thq_hot_Wcont_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;254
24;2024.04.09;Thq;none;Wcont;ML;P6;0;1;407;allego_10__uid0409-16-43-52;Thq_cold4_Wcont_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;255
24;2024.04.09;Thq;hot;Wipsi;ML;P6;0;1;407;allego_11__uid0409-17-04-15;Thq_hot_Wipsi_ML2_P6_M_2,8g_Buz32_Z407_ACSF37_TTLtemp;256
25;2024.04.24;Tac;none;Wcont;ML;P14;0;1;450;allego_0__uid0424-17-53-31;Tac_Wcont_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;257
25;2024.04.24;Tac;none;Wcont;ML;P14;0;1;450;allego_1__uid0424-18-01-56;Tac_Wcont_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;258
25;2024.04.24;Tac;none;Wcont;ML;P14;0;1;450;allego_2__uid0424-18-11-19;Tac_Wcont_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;259
25;2024.04.24;Tac;none;Wipsi;ML;P14;0;1;450;allego_3__uid0424-18-22-07;Tac_Wipsi_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;260
25;2024.04.24;Thq;hot;Wcont;ML;P14;0;1;450;allego_0__uid0424-18-41-24;Thq_hot_Wcont_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;261
25;2024.04.24;Thq;cool;Wcont;ML;P14;0;1;450;allego_0__uid0424-18-56-48;Thq_staycool_Wcont_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;262
25;2024.04.24;Thq;cool;Wcont;ML;P14;0;1;450;allego_1__uid0424-19-12-02;Thq_cool_Wcont_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;263
25;2024.04.24;Thq;hot;Wcont;ML;P14;0;1;450;allego_2__uid0424-19-23-18;Thq_hot_Wcont_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;264
25;2024.04.24;Thq;cool;Wcont;ML;P14;0;1;450;allego_3__uid0424-19-34-03;Thq_cool_Wcont_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;265
25;2024.04.24;Thq;hot;Wipsi;ML;P14;0;1;450;allego_4__uid0424-19-46-05;Thq_hot_Wipsi_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;266
25;2024.04.24;Thq;cool;Wipsi;ML;P14;0;1;450;allego_5__uid0424-19-57-12;Thq_cool_Wipsi_ML2_P14_F_5,9g_Buz32_Z450_ACSF37_TTLtemp;267
26;2024.04.25;Tac;none;Wcont;ML;P15;0;1;450;allego_6__uid0425-17-05-28;Tac_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;268
26;2024.04.25;Tac;none;Wcont;ML;P15;0;1;450;allego_7__uid0425-17-14-51;Tac_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;269
26;2024.04.25;Tac;none;Wipsi;ML;P15;0;1;450;allego_8__uid0425-17-27-06;Tac_Wipsi_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;270
26;2024.04.25;Tac;none;Wipsi;ML;P15;0;1;450;allego_9__uid0425-17-35-55;Tac_Wipsi_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;271
26;2024.04.25;Thq;hot;Wcont;ML;P15;0;1;450;allego_10__uid0425-17-53-11;Thq_hot_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;272
26;2024.04.25;Thq;hot;Wcont;ML;P15;0;1;450;allego_11__uid0425-18-05-36;Thq_hot_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;273
26;2024.04.25;Thq;cool;Wcont;ML;P15;0;1;450;allego_12__uid0425-18-16-26;Thq_cool_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;274
26;2024.04.25;Thq;hot;Wcont;ML;P15;0;1;450;allego_13__uid0425-18-27-20;Thq_hot_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;275
26;2024.04.25;Thq;cool;Wcont;ML;P15;0;1;450;allego_15__uid0425-18-37-54;Thq_cool_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;276
26;2024.04.25;Thq;cool;Wipsi;ML;P15;0;1;450;allego_16__uid0425-18-51-44;Thq_cool_Wipsi_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;277
26;2024.04.25;Thq;hot;Wipsi;ML;P15;0;1;450;allego_17__uid0425-19-02-57;Thq_hot_Wipsi_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp;278
26;2024.04.25;Tac;none;Wcont;ML;P15;1;1;450;allego_0__uid0425-19-39-04;Tac_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp_AnestDZ7;279
26;2024.04.25;Tac;none;Wipsi;ML;P15;1;1;450;allego_1__uid0425-19-49-27;Tac_Wipsi_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp_AnestDZ7;280
26;2024.04.25;Tac;none;Wcont;ML;P15;1;1;450;allego_2__uid0425-20-02-42;Tac_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp_AnestDZ7;281
26;2024.04.25;Thq;cool;Wcont;ML;P15;1;1;450;allego_3__uid0425-20-15-15;Thq_cool_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp_AnestDZ7;282
26;2024.04.25;Thq;cool;Wcont;ML;P15;1;1;450;allego_4__uid0425-20-27-30;Thq_staycool_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp_AnestDZ7;283
26;2024.04.25;Thq;hot;Wcont;ML;P15;1;1;450;allego_5__uid0425-20-42-49;Thq_hot_Wcont_ML2_P15_F_5,8g_Buz32_Z450_ACSF37_TTLtemp_AnestDZ7;284
27;2024.05.06;Tac;none;Wcont;WT;P13;0;1;422;allego_0__uid0506-18-19-22;Tac_Wcont_WT_P13_M_6,9g_Buz32_Z422_ACSF37_TTLtemp;285
27;2024.05.06;Tac;none;Wcont;WT;P13;0;1;422;allego_1__uid0506-18-31-19;Tac_Wcont_WT_P13_M_6,9g_Buz32_Z422_ACSF37_TTLtemp;286
27;2024.05.06;Tac;none;Wipsi;WT;P13;0;1;422;allego_2__uid0506-18-45-48;Tac_Wipsi_WT_P13_M_6,9g_Buz32_Z422_ACSF37_TTLtemp;287
27;2024.05.06;Tac;none;Wipsi;WT;P13;0;1;422;allego_3__uid0506-18-54-50;Tac_Wipsi_WT_P13_M_6,9g_Buz32_Z422_ACSF37_TTLtemp;288
27;2024.05.06;Thq;hot;Wcont;WT;P13;0;1;422;allego_4__uid0506-19-08-36;Thq_hot_Wcont_WT_P13_M_6,9g_Buz32_Z422_ACSF37_TTLtemp;289
27;2024.05.06;Thq;cool;Wcont;WT;P13;0;1;422;allego_5__uid0506-19-20-56;Thq_cool_Wcont_WT_P13_M_6,9g_Buz32_Z422_ACSF37_TTLtemp;290
27;2024.05.06;Thq;hot;Wcont;WT;P13;0;1;422;allego_6__uid0506-19-32-18;Thq_hot_Wcont_WT_P13_M_6,9g_Buz32_Z422_ACSF37_TTLtemp;291
27;2024.05.06;Thq;cool;Wcont;WT;P13;0;1;422;allego_7__uid0506-19-44-06;Thq_cool_Wcont_WT_P13_M_6,9g_Buz32_Z422_ACSF37_TTLtemp;292
28;2024.05.07;Tac;none;Wcont;WT;P14;0;1;450;allego_0__uid0507-15-26-37;Tac_Wcont_WT_P14_M_6,6g_Buz32_Z450_ACSF37_TTLtemp;293
28;2024.05.07;Tac;none;Wcont;WT;P14;0;1;450;allego_1__uid0507-15-37-51;Tac_Wcont_WT_P14_M_6,6g_Buz32_Z450_ACSF37_TTLtemp;294
28;2024.05.07;Tac;none;Wipsi;WT;P14;0;1;450;allego_2__uid0507-15-52-43;Tac_Wipsi_WT_P14_M_6,6g_Buz32_Z450_ACSF37_TTLtemp;295
28;2024.05.07;Tac;none;Wipsi;WT;P14;0;1;450;allego_3__uid0507-16-01-32;Tac_Wipsi_WT_P14_M_6,6g_Buz32_Z450_ACSF37_TTLtemp;296
28;2024.05.07;Thq;cool;Wcont;WT;P14;0;1;450;allego_4__uid0507-16-15-30;Thq_cool_Wcont_WT_P14_M_6,6g_Buz32_Z450_ACSF37_TTLtemp;297
28;2024.05.07;Thq;hot;Wcont;WT;P14;0;1;450;allego_5__uid0507-16-26-24;Thq_hot_Wcont_WT_P14_M_6,6g_Buz32_Z450_ACSF37_TTLtemp;298
28;2024.05.07;Thq;cool;Wcont;WT;P14;0;1;450;allego_6__uid0507-16-38-16;Thq_cool_Wcont_WT_P14_M_6,6g_Buz32_Z450_ACSF37_TTLtemp;299
28;2024.05.07;Thq;hot;Wcont;WT;P14;0;1;450;allego_7__uid0507-16-49-14;Thq_hot_Wcont_WT_P14_M_6,6g_Buz32_Z450_ACSF37_TTLtemp;300
29;2024.05.22;Tac;none;Wcont;WT;P6;0;1;450;allego_0__uid0522-15-18-41;Tac_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;301
29;2024.05.22;Tac;none;Wcont;WT;P6;0;1;450;allego_1__uid0522-15-28-17;Tac_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;302
29;2024.05.22;Tac;none;Wipsi;WT;P6;0;1;450;allego_2__uid0522-15-41-31;Tac_Wipsi_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;303
29;2024.05.22;Tac;none;Wipsi;WT;P6;0;1;450;allego_3__uid0522-15-52-54;Tac_Wipsi_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;304
29;2024.05.22;Thq;hot;Wcont;WT;P6;0;1;450;allego_4__uid0522-16-07-54;Thq_hot_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;305
29;2024.05.22;Thq;cool;Wcont;WT;P6;0;1;450;allego_5__uid0522-16-19-42;Thq_cool_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;306
29;2024.05.22;Thq;hot;Wcont;WT;P6;0;1;450;allego_6__uid0522-16-31-02;Thq_hot_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;307
29;2024.05.22;Thq;cool;Wcont;WT;P6;0;1;450;allego_7__uid0522-16-42-47;Thq_cool_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;308
29;2024.05.22;Thq;hot;Wipsi;WT;P6;0;1;450;allego_8__uid0522-16-57-02;Thq_hot_Wipsi_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;309
29;2024.05.22;Thq;cool;Wipsi;WT;P6;0;1;450;allego_9__uid0522-17-08-15;Thq_cool_Wipsi_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;310
30;2024.05.24;Tac;none;Wcont;WT;P6;0;1;450;allego_0__uid0524-14-24-59;Tac_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;311
30;2024.05.24;Tac;none;Wcont;WT;P6;0;1;450;allego_1__uid0524-14-33-36;Tac_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;312
30;2024.05.24;Tac;none;Wcont;WT;P6;0;1;450;allego_2__uid0524-14-53-06;Tac_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;313
30;2024.05.24;Tac;none;Wipsi;WT;P6;0;1;450;allego_3__uid0524-15-03-04;Tac_Wipsi_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;314
30;2024.05.24;Tac;none;Wipsi;WT;P6;0;1;450;allego_4__uid0524-15-12-57;Tac_Wipsi_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;315
30;2024.05.24;Thq;hot;Wcont;WT;P6;0;1;450;allego_5__uid0524-15-25-45;Thq_hot_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;316
30;2024.05.24;Thq;cool;Wcont;WT;P6;0;1;450;allego_6__uid0524-15-36-38;Thq_cool_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;317
30;2024.05.24;Thq;hot;Wcont;WT;P6;0;1;450;allego_7__uid0524-15-48-03;Thq_hot_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;318
30;2024.05.24;Thq;cool;Wcont;WT;P6;0;1;450;allego_8__uid0524-16-02-00;Thq_cool_Wcont_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;319
30;2024.05.24;Thq;hot;Wipsi;WT;P6;0;1;450;allego_9__uid0524-16-15-33;Thq_hot_Wipsi_WT_P6_F_4,3g_Buz32_Z450_ACSF37_TTLtemp;320
31;2024.05.28_M1;Tac;none;Wcont;WT;P6;0;1;407;allego_0__uid0528-13-39-50;Tac_Wcont_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;321
31;2024.05.28_M1;Tac;none;Wcont;WT;P6;0;1;407;allego_1__uid0528-13-48-27;Tac_Wcont_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;322
31;2024.05.28_M1;Tac;none;Wipsi;WT;P6;0;1;407;allego_2__uid0528-13-59-29;Tac_Wipsi_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;323
31;2024.05.28_M1;Tac;none;Wipsi;WT;P6;0;1;407;allego_3__uid0528-14-08-23;Tac_Wipsi_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;324
31;2024.05.28_M1;Thq;hot;Wcont;WT;P6;0;1;407;allego_5__uid0528-14-22-55;Thq_hot_Wcont_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;325
31;2024.05.28_M1;Thq;cool;Wcont;WT;P6;0;1;407;allego_6__uid0528-14-39-08;Thq_cool_Wcont_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;326
31;2024.05.28_M1;Thq;hot;Wcont;WT;P6;0;1;407;allego_7__uid0528-14-50-48;Thq_hot_Wcont_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;327
31;2024.05.28_M1;Thq;cool;Wcont;WT;P6;0;1;407;allego_12__uid0528-15-02-37;Thq_cool_Wcont_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;328
31;2024.05.28_M1;Thq;cool;Wipsi;WT;P6;0;1;407;allego_13__uid0528-15-15-49;Thq_cool_Wipsi_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;329
31;2024.05.28_M1;Thq;hot;Wipsi;WT;P6;0;1;407;allego_14__uid0528-15-26-41;Thq_hot_Wipsi_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;330
31;2024.05.28_M1;Tac;none;Wcont;WT;P6;0;1;407;allego_15__uid0528-15-40-10;Tac_Wcont_WT_P6_M_3,3g_Buz32_Z407_ACSF37_TTLtemp;331
32;2024.05.28_M2;Tac;none;Wcont;WT;P6;0;1;407;allego_16__uid0528-19-44-46;Tac_Wcont_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;332
32;2024.05.28_M2;Tac;none;Wcont;WT;P6;0;1;407;allego_17__uid0528-19-54-04;Tac_Wcont_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;333
32;2024.05.28_M2;Tac;none;Wipsi;WT;P6;0;1;407;allego_18__uid0528-20-04-22;Tac_Wipsi_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;334
32;2024.05.28_M2;Tac;none;Wipsi;WT;P6;0;1;407;allego_19__uid0528-20-13-28;Tac_Wipsi_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;335
32;2024.05.28_M2;Thq;hot;Wcont;WT;P6;0;1;407;allego_20__uid0528-20-25-16;Thq_hot_Wcont_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;336
32;2024.05.28_M2;Thq;cool;Wcont;WT;P6;0;1;407;allego_21__uid0528-20-36-43;Thq_cool_Wcont_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;337
32;2024.05.28_M2;Thq;hot;Wcont;WT;P6;0;1;407;allego_22__uid0528-20-47-32;Thq_hot_Wcont_WT_P6_M_3,5g_Buz32_Z407_ACSF37_TTLtemp;338
